78533122,TSLA,2017-03-28,2017-03-28T04:21:49Z,b'$TSLA Gene Munster said Tesla is like Amazon in early 2009# many fold gain follows. Who is Gene Munster?',None
78533142,TSLA,2017-03-28,2017-03-28T04:22:34Z,b'$TSLA Ron Baron said expect 30~50 fold gain on TSLA (from $210). Who is Ron Baron?',None
78533155,TSLA,2017-03-28,2017-03-28T04:23:13Z,b'$TSLA BlackRock bought TSLA shares. Where will we get all of these shares? Easy# from shorts.',None
78534015,TSLA,2017-03-28,2017-03-28T04:48:44Z,b'Long Stock Picks for March 28 2017\n\nhttp://tradingwiththetrend.com/2017/03/27/long-stock-picks-march-28-2017/\n\n$ENDP $HTZ $LUV $LVS $MGM $SQ $TECK $TEVA $TSLA $VIAB',Bullish
78534235,AAPL,2017-03-28,2017-03-28T04:53:12Z,b'Apple iPhone# Dividend Buzz Can Keep Stock Hot $AAPL @apple #iphone #iphone8 $BRK.A $BRK.B http://bit.ly/2mKUyFu http://bit.ly/AAPL8',Bullish
78534237,AAPL,2017-03-28,2017-03-28T04:53:20Z,b'$AAPL ?? hackability. Mapped my air conditioner to the volume keys on my Apple Remote (HDMI/optic audio# unused)',Bullish
78534341,TSLA,2017-03-28,2017-03-28T04:58:21Z,b'$TSLA whatever happened to that meatguy# that MD# Retro# the bald guy# and all the shorty gang? Cooked bear meat?',None
78534350,TSLA,2017-03-28,2017-03-28T04:58:43Z,b'$TSLA',None
78534549,AAPL,2017-03-28,2017-03-28T05:10:29Z,b'$FB $AAPL  be red tomorrow mark my words',Bearish
78534549,FB,2017-03-28,2017-03-28T05:10:29Z,b'$FB $AAPL  be red tomorrow mark my words',Bearish
78534556,AAPL,2017-03-28,2017-03-28T05:11:05Z,b'$WB $MOMO $AMD $AMAT LOVE  $FB AND $AAPL LONG TERM# LIKE FOREVER.  BTD $MU TODAY AND LOOKING AT $CSCO FOR LT',None
78534556,FB,2017-03-28,2017-03-28T05:11:05Z,b'$WB $MOMO $AMD $AMAT LOVE  $FB AND $AAPL LONG TERM# LIKE FOREVER.  BTD $MU TODAY AND LOOKING AT $CSCO FOR LT',None
78534609,TSLA,2017-03-28,2017-03-28T05:13:56Z,b'$TSLA as analysts realize their mistakes&amp;start adding energy/solar valuation into their numbers upgrades will come n stock touch400this year',Bullish
78534653,FB,2017-03-28,2017-03-28T05:16:31Z,b'Facebook Inc ($FB) Buy# Sell or Hold?   http://www.livetradingnews.com/facebook-inc-nasdaqfb-buy-sell-hold-2-35547.html#.WNnxQPl96M8',Bullish
78534657,AAPL,2017-03-28,2017-03-28T05:16:41Z,b'$AAPL Red phone = red candles',Bearish
78534669,TSLA,2017-03-28,2017-03-28T05:17:16Z,b'$TSLA this will happen after April when they start showing reservations# for solar!! Plus contracts for government buildings(WH discussion)',Bullish
78534699,TSLA,2017-03-28,2017-03-28T05:18:11Z,b'Tesla Inc ($TSLA) Overbought Condition  http://www.livetradingnews.com/tesla-inc-nasdaqtsla-overbought-condition-35551.html#.WNnxwvl96M8',None
